word1	pos1	word2	pos2	wup_similarity	bert_split_class	freq1	freq2	bert_split_word1	bert_split_word2	xlnet_split_class	xlnet_split_word1	xlnet_split_word2	electra_split_class	electra_split_word1	electra_split_word2	fasttext_split_class
constrain	v	metamorphose	v	0.1818181818181818	2-split	2.82	1.91	['con', '##stra', '##in']	['meta', '##mo', '##rp', '##hos', '##e']	2-split	['▁cons', 'train']	['▁meta', 'morph', 'ose']	2-split	['con', '##stra', '##in']	['meta', '##mo', '##rp', '##hos', '##e']	0-split
fume	v	renegotiate	v	0.1666666666666666	2-split	2.63	2.72	['fu', '##me']	['rene', '##go', '##tia', '##te']	2-split	['▁', 'fu', 'me']	['▁', 're', 'ne', 'got', 'iate']	2-split	['fu', '##me']	['rene', '##go', '##tia', '##te']	0-split
mulct	v	probate	v	0.1818181818181818	2-split	0.0	3.16	['mu', '##lc', '##t']	['pro', '##bate']	2-split	['▁', 'mul', 'ct']	['▁pro', 'bate']	2-split	['mu', '##lc', '##t']	['pro', '##bate']	0-split
descant	v	famish	v	0.1818181818181818	2-split	1.76	1.2	['des', '##can', '##t']	['fa', '##mis', '##h']	2-split	['▁des', 'can', 't']	['▁', 'fa', 'm', 'ish']	2-split	['des', '##can', '##t']	['fa', '##mis', '##h']	0-split
enjoin	v	individualise	v	0.1666666666666666	2-split	2.19	1.21	['en', '##jo', '##in']	['individual', '##ise']	2-split	['▁', 'en', 'jo', 'in']	['▁individual', 'ise']	2-split	['en', '##jo', '##in']	['individual', '##ise']	0-split
connote	v	sequester	v	0.1538461538461538	2-split	1.97	2.54	['con', '##note']	['se', '##quest', '##er']	2-split	['▁con', 'note']	['▁', 'se', 'quest', 'er']	2-split	['con', '##note']	['se', '##quest', '##er']	0-split
bridle	v	catechise	v	0.1818181818181818	2-split	2.78	0.0	['br', '##id', '##le']	['cat', '##ech', '##ise']	2-split	['▁', 'bri', 'dle']	['▁ca', 'tech', 'ise']	2-split	['br', '##id', '##le']	['cat', '##ech', '##ise']	0-split
enlighten	v	stave	v	0.1538461538461538	2-split	3.22	3.04	['en', '##light', '##en']	['st', '##ave']	0-split	['▁enlighten']	['▁stave']	2-split	['en', '##light', '##en']	['st', '##ave']	0-split
popularise	v	reshuffle	v	0.1818181818181818	2-split	2.07	2.81	['popular', '##ise']	['res', '##hu', '##ffle']	1-split	['▁popular', 'ise']	['▁reshuffle']	2-split	['popular', '##ise']	['res', '##hu', '##ffle']	0-split
absolve	v	chisel	v	0.1818181818181818	2-split	2.83	2.96	['abs', '##ol', '##ve']	['chi', '##sel']	1-split	['▁absol', 've']	['▁chisel']	2-split	['abs', '##ol', '##ve']	['chi', '##sel']	0-split
gull	v	vouch	v	0.1818181818181818	2-split	3.0	3.13	['gu', '##ll']	['vo', '##uch']	1-split	['▁gull']	['▁', 'vo', 'uch']	2-split	['gu', '##ll']	['vo', '##uch']	0-split
catechize	v	purr	v	0.1818181818181818	2-split	1.16	2.75	['cat', '##ech', '##ize']	['pu', '##rr']	2-split	['▁ca', 'tech', 'ize']	['▁', 'pur', 'r']	2-split	['cat', '##ech', '##ize']	['pu', '##rr']	0-split
befool	v	maul	v	0.1428571428571428	2-split	0.0	2.9	['be', '##fo', '##ol']	['ma', '##ul']	2-split	['▁be', 'fo', 'ol']	['▁', 'ma', 'ul']	2-split	['be', '##fo', '##ol']	['ma', '##ul']	0-split
adjure	v	retread	v	0.1428571428571428	2-split	1.33	2.11	['ad', '##jure']	['re', '##tre', '##ad']	2-split	['▁a', 'dj', 'ure']	['▁', 're', 't', 'read']	2-split	['ad', '##jure']	['re', '##tre', '##ad']	0-split
probate	v	spoonfeed	v	0.1666666666666666	2-split	3.16	0.0	['pro', '##bate']	['spoon', '##fe', '##ed']	2-split	['▁pro', 'bate']	['▁spoon', 'feed']	2-split	['pro', '##bate']	['spoon', '##fe', '##ed']	0-split
accost	v	sneer	v	0.1818181818181818	2-split	1.96	2.7	['acc', '##ost']	['s', '##neer']	1-split	['▁', 'acco', 'st']	['▁sneer']	2-split	['acc', '##ost']	['s', '##neer']	0-split
foment	v	foresee	v	0.1818181818181818	2-split	2.4	3.18	['f', '##ome', '##nt']	['fore', '##see']	1-split	['▁fo', 'ment']	['▁foresee']	2-split	['f', '##ome', '##nt']	['fore', '##see']	0-split
chaffer	v	retract	v	0.1818181818181818	2-split	1.3	3.03	['cha', '##ffer']	['re', '##tra', '##ct']	1-split	['▁', 'cha', 'ffer']	['▁retract']	2-split	['cha', '##ffer']	['re', '##tra', '##ct']	0-split
powderize	v	rhapsodise	v	0.1666666666666666	2-split	0.0	0.0	['powder', '##ize']	['r', '##ha', '##ps', '##od', '##ise']	2-split	['▁powder', 'ize']	['▁', 'r', 'hap', 's', 'od', 'ise']	2-split	['powder', '##ize']	['r', '##ha', '##ps', '##od', '##ise']	1-split
foment	v	obtrude	v	0.1666666666666666	2-split	2.4	1.03	['f', '##ome', '##nt']	['ob', '##tr', '##ude']	2-split	['▁fo', 'ment']	['▁ob', 'tru', 'de']	2-split	['f', '##ome', '##nt']	['ob', '##tr', '##ude']	0-split
descant	v	overshoot	v	0.1818181818181818	2-split	1.76	2.52	['des', '##can', '##t']	['overs', '##hoot']	2-split	['▁des', 'can', 't']	['▁over', 'shoot']	2-split	['des', '##can', '##t']	['overs', '##hoot']	0-split
calibrate	v	typify	v	0.1428571428571428	2-split	2.79	2.01	['cal', '##ib', '##rate']	['ty', '##pi', '##fy']	2-split	['▁', 'cali', 'b', 'rate']	['▁', 'typ', 'ify']	2-split	['cal', '##ib', '##rate']	['ty', '##pi', '##fy']	0-split
gobble	v	litigate	v	0.1428571428571428	2-split	2.83	2.43	['go', '##bble']	['lit', '##igate']	2-split	['▁go', 'bble']	['▁lit', 'i', 'gate']	2-split	['go', '##bble']	['lit', '##igate']	0-split
hypothecate	v	reimburse	v	0.1818181818181818	2-split	1.09	3.06	['h', '##yp', '##oth', '##eca', '##te']	['rei', '##mb', '##urse']	1-split	['▁hypo', 'the', 'cate']	['▁reimburse']	2-split	['h', '##yp', '##oth', '##eca', '##te']	['rei', '##mb', '##urse']	0-split
fillet	v	objurgate	v	0.1666666666666666	2-split	2.97	0.0	['fill', '##et']	['ob', '##ju', '##rga', '##te']	2-split	['▁fill', 'et']	['▁ob', 'jur', 'gate']	2-split	['fill', '##et']	['ob', '##ju', '##rga', '##te']	1-split
overspend	v	unbend	v	0.1818181818181818	2-split	2.23	1.36	['overs', '##pen', '##d']	['un', '##ben', '##d']	2-split	['▁over', 'spend']	['▁un', 'ben', 'd']	2-split	['overs', '##pen', '##d']	['un', '##ben', '##d']	0-split
cosign	v	stratify	v	0.1818181818181818	2-split	2.0	1.78	['co', '##si', '##gn']	['st', '##rat', '##ify']	2-split	['▁co', 'sign']	['▁strat', 'ify']	2-split	['co', '##si', '##gn']	['st', '##rat', '##ify']	0-split
delimitate	v	typify	v	0.1538461538461538	2-split	0.0	2.01	['del', '##imi', '##tate']	['ty', '##pi', '##fy']	2-split	['▁de', 'limit', 'ate']	['▁', 'typ', 'ify']	2-split	['del', '##imi', '##tate']	['ty', '##pi', '##fy']	0-split
enlighten	v	roughcast	v	0.1666666666666666	2-split	3.22	1.3	['en', '##light', '##en']	['rough', '##cast']	1-split	['▁enlighten']	['▁rough', 'cast']	2-split	['en', '##light', '##en']	['rough', '##cast']	0-split
limber	v	prophesy	v	0.1818181818181818	2-split	2.45	2.66	['limb', '##er']	['prop', '##hes', '##y']	2-split	['▁limb', 'er']	['▁pro', 'phe', 's', 'y']	2-split	['limb', '##er']	['prop', '##hes', '##y']	0-split
commentate	v	hyperventilate	v	0.1818181818181818	2-split	2.23	2.04	['comment', '##ate']	['hyper', '##vent', '##ila', '##te']	2-split	['▁comment', 'ate']	['▁hyper', 'vent', 'il', 'ate']	2-split	['comment', '##ate']	['hyper', '##vent', '##ila', '##te']	0-split
agglutinate	v	commentate	v	0.1666666666666666	2-split	1.19	2.23	['ag', '##gl', '##uti', '##nate']	['comment', '##ate']	2-split	['▁a', 'gg', 'lu', 't', 'inate']	['▁comment', 'ate']	2-split	['ag', '##gl', '##uti', '##nate']	['comment', '##ate']	0-split
downplay	v	objurgate	v	0.1428571428571428	2-split	2.91	0.0	['down', '##play']	['ob', '##ju', '##rga', '##te']	2-split	['▁down', 'play']	['▁ob', 'jur', 'gate']	2-split	['down', '##play']	['ob', '##ju', '##rga', '##te']	1-split
misread	v	tattle	v	0.1818181818181818	2-split	2.96	2.34	['mis', '##rea', '##d']	['ta', '##ttle']	2-split	['▁mis', 'read']	['▁', 'ta', 'ttle']	2-split	['mis', '##rea', '##d']	['ta', '##ttle']	0-split
constrain	v	vindicate	v	0.1666666666666666	2-split	2.82	2.54	['con', '##stra', '##in']	['vin', '##dicate']	2-split	['▁cons', 'train']	['▁', 'vin', 'dicate']	2-split	['con', '##stra', '##in']	['vin', '##dicate']	0-split
deify	v	requisition	v	0.1538461538461538	2-split	1.82	2.69	['dei', '##fy']	['re', '##qui', '##sit', '##ion']	2-split	['▁de', 'ify']	['▁', 're', 'quisition']	2-split	['dei', '##fy']	['re', '##qui', '##sit', '##ion']	0-split
redeposit	v	superscribe	v	0.1818181818181818	2-split	1.23	0.0	['red', '##ep', '##osi', '##t']	['super', '##scribe']	2-split	['▁', 're', 'deposit']	['▁super', 'scribe']	2-split	['red', '##ep', '##osi', '##t']	['super', '##scribe']	1-split
frisk	v	typify	v	0.1428571428571428	2-split	2.92	2.01	['fr', '##isk']	['ty', '##pi', '##fy']	2-split	['▁f', 'risk']	['▁', 'typ', 'ify']	2-split	['fr', '##isk']	['ty', '##pi', '##fy']	0-split
deceive	v	purl	v	0.1818181818181818	2-split	3.38	2.24	['dec', '##ei', '##ve']	['pu', '##rl']	1-split	['▁deceive']	['▁', 'pur', 'l']	2-split	['dec', '##ei', '##ve']	['pu', '##rl']	0-split
rebut	v	sodomise	v	0.1818181818181818	2-split	2.6	0.0	['re', '##bu', '##t']	['so', '##dom', '##ise']	2-split	['▁', 're', 'but']	['▁so', 'dom', 'ise']	2-split	['re', '##bu', '##t']	['so', '##dom', '##ise']	0-split
deafen	v	typify	v	0.1666666666666666	2-split	1.78	2.01	['deaf', '##en']	['ty', '##pi', '##fy']	2-split	['▁deaf', 'en']	['▁', 'typ', 'ify']	2-split	['deaf', '##en']	['ty', '##pi', '##fy']	0-split
catechize	v	tessellate	v	0.1818181818181818	2-split	1.16	1.46	['cat', '##ech', '##ize']	['tess', '##ella', '##te']	2-split	['▁ca', 'tech', 'ize']	['▁', 'tes', 'sell', 'ate']	2-split	['cat', '##ech', '##ize']	['tess', '##ella', '##te']	0-split
foment	v	pigeonhole	v	0.1666666666666666	2-split	2.4	2.2	['f', '##ome', '##nt']	['pigeon', '##hole']	2-split	['▁fo', 'ment']	['▁pigeon', 'hole']	2-split	['f', '##ome', '##nt']	['pigeon', '##hole']	0-split
embroider	v	readmit	v	0.1818181818181818	2-split	2.19	1.62	['em', '##bro', '##ider']	['read', '##mit']	2-split	['▁em', 'bro', 'ider']	['▁read', 'mit']	2-split	['em', '##bro', '##ider']	['read', '##mit']	0-split
revise	v	sugarcoat	v	0.1818181818181818	2-split	3.48	2.39	['rev', '##ise']	['sugar', '##coat']	1-split	['▁revise']	['▁sugar', 'coat']	2-split	['rev', '##ise']	['sugar', '##coat']	0-split
luxuriate	v	perturb	v	0.1818181818181818	2-split	2.09	1.9	['lux', '##uria', '##te']	['per', '##tur', '##b']	2-split	['▁', 'lux', 'uri', 'ate']	['▁per', 'tur', 'b']	2-split	['lux', '##uria', '##te']	['per', '##tur', '##b']	0-split
enlighten	v	permeate	v	0.1818181818181818	2-split	3.22	2.63	['en', '##light', '##en']	['per', '##me', '##ate']	0-split	['▁enlighten']	['▁permeate']	2-split	['en', '##light', '##en']	['per', '##me', '##ate']	0-split
commentate	v	crumple	v	0.1666666666666666	2-split	2.23	2.32	['comment', '##ate']	['cr', '##ump', '##le']	2-split	['▁comment', 'ate']	['▁', 'cru', 'm', 'ple']	2-split	['comment', '##ate']	['cr', '##ump', '##le']	0-split
cosign	v	flail	v	0.1818181818181818	2-split	2.0	2.55	['co', '##si', '##gn']	['fl', '##ail']	2-split	['▁co', 'sign']	['▁', 'fla', 'il']	2-split	['co', '##si', '##gn']	['fl', '##ail']	0-split
litigate	v	snuff	v	0.1333333333333333	2-split	2.43	3.15	['lit', '##igate']	['s', '##nu', '##ff']	1-split	['▁lit', 'i', 'gate']	['▁snuff']	2-split	['lit', '##igate']	['s', '##nu', '##ff']	0-split
litigate	v	recharge	v	0.125	2-split	2.43	3.4	['lit', '##igate']	['rec', '##har', '##ge']	1-split	['▁lit', 'i', 'gate']	['▁recharge']	2-split	['lit', '##igate']	['rec', '##har', '##ge']	0-split
emplace	v	vaticinate	v	0.1818181818181818	2-split	1.17	0.0	['em', '##pl', '##ace']	['va', '##tic', '##inate']	2-split	['▁em', 'place']	['▁', 'va', 'tic', 'inate']	2-split	['em', '##pl', '##ace']	['va', '##tic', '##inate']	1-split
emphasise	v	jumble	v	0.1538461538461538	2-split	3.07	2.81	['emphasis', '##e']	['ju', '##mble']	2-split	['▁emphasis', 'e']	['▁', 'ju', 'mble']	2-split	['emphasis', '##e']	['ju', '##mble']	0-split
discountenance	v	exposit	v	0.1538461538461538	2-split	0.0	0.0	['discount', '##ena', '##nce']	['expo', '##sit']	2-split	['▁discount', 'en', 'ance']	['▁ex', 'posit']	2-split	['discount', '##ena', '##nce']	['expo', '##sit']	0-split
deceive	v	scrag	v	0.1818181818181818	2-split	3.38	1.48	['dec', '##ei', '##ve']	['sc', '##rag']	1-split	['▁deceive']	['▁sc', 'rag']	2-split	['dec', '##ei', '##ve']	['sc', '##rag']	0-split
adumbrate	v	squirt	v	0.1428571428571428	2-split	1.07	3.22	['ad', '##umb', '##rate']	['sq', '##ui', '##rt']	2-split	['▁a', 'dum', 'b', 'rate']	['▁', 's', 'qui', 'rt']	2-split	['ad', '##umb', '##rate']	['sq', '##ui', '##rt']	0-split
foment	v	undress	v	0.1818181818181818	2-split	2.4	2.87	['f', '##ome', '##nt']	['und', '##ress']	2-split	['▁fo', 'ment']	['▁un', 'dress']	2-split	['f', '##ome', '##nt']	['und', '##ress']	0-split
admonish	v	shelve	v	0.1818181818181818	2-split	2.29	2.39	['ad', '##mon', '##ish']	['she', '##l', '##ve']	1-split	['▁admonish']	['▁she', 'l', 've']	2-split	['ad', '##mon', '##ish']	['she', '##l', '##ve']	0-split
foreordain	v	overcharge	v	0.1818181818181818	2-split	0.0	2.49	['fore', '##ord', '##ain']	['over', '##cha', '##rge']	2-split	['▁for', 'e', 'or', 'da', 'in']	['▁over', 'charge']	2-split	['fore', '##ord', '##ain']	['over', '##cha', '##rge']	0-split
engraft	v	requisition	v	0.1666666666666666	2-split	1.07	2.69	['eng', '##raf', '##t']	['re', '##qui', '##sit', '##ion']	2-split	['▁', 'en', 'graf', 't']	['▁', 're', 'quisition']	2-split	['eng', '##raf', '##t']	['re', '##qui', '##sit', '##ion']	0-split
misspend	v	proliferate	v	0.1818181818181818	2-split	0.0	2.69	['miss', '##pen', '##d']	['pro', '##life', '##rate']	2-split	['▁mis', 'spend']	['▁pro', 'life', 'rate']	2-split	['miss', '##pen', '##d']	['pro', '##life', '##rate']	0-split
bastardize	v	enlighten	v	0.1818181818181818	2-split	1.35	3.22	['bastard', '##ize']	['en', '##light', '##en']	1-split	['▁bastard', 'ize']	['▁enlighten']	2-split	['bastard', '##ize']	['en', '##light', '##en']	0-split
adjure	v	reimburse	v	0.1333333333333333	2-split	1.33	3.06	['ad', '##jure']	['rei', '##mb', '##urse']	1-split	['▁a', 'dj', 'ure']	['▁reimburse']	2-split	['ad', '##jure']	['rei', '##mb', '##urse']	0-split
quell	v	rewrite	v	0.1818181818181818	2-split	3.0	3.47	['que', '##ll']	['re', '##write']	0-split	['▁quell']	['▁rewrite']	2-split	['que', '##ll']	['re', '##write']	0-split
adumbrate	v	broaden	v	0.1538461538461538	2-split	1.07	3.3	['ad', '##umb', '##rate']	['broad', '##en']	1-split	['▁a', 'dum', 'b', 'rate']	['▁broaden']	2-split	['ad', '##umb', '##rate']	['broad', '##en']	0-split
constrain	v	languish	v	0.1666666666666666	2-split	2.82	2.55	['con', '##stra', '##in']	['lang', '##uis', '##h']	2-split	['▁cons', 'train']	['▁', 'lan', 'guish']	2-split	['con', '##stra', '##in']	['lang', '##uis', '##h']	0-split
augur	v	revamp	v	0.1666666666666666	2-split	2.48	3.2	['aug', '##ur']	['rev', '##amp']	1-split	['▁', 'au', 'gur']	['▁revamp']	2-split	['aug', '##ur']	['rev', '##amp']	0-split
squish	v	uncloak	v	0.1818181818181818	2-split	2.83	0.0	['sq', '##uis', '##h']	['un', '##cl', '##oa', '##k']	2-split	['▁', 's', 'qui', 'sh']	['▁un', 'clo', 'ak']	2-split	['sq', '##uis', '##h']	['un', '##cl', '##oa', '##k']	0-split
catechize	v	kink	v	0.1818181818181818	2-split	1.16	3.21	['cat', '##ech', '##ize']	['kin', '##k']	2-split	['▁ca', 'tech', 'ize']	['▁', 'kin', 'k']	2-split	['cat', '##ech', '##ize']	['kin', '##k']	0-split
confab	v	outbrave	v	0.1666666666666666	2-split	1.97	0.0	['con', '##fa', '##b']	['out', '##bra', '##ve']	2-split	['▁con', 'fab']	['▁out', 'bra', 've']	2-split	['con', '##fa', '##b']	['out', '##bra', '##ve']	1-split
commentate	v	ingrain	v	0.1818181818181818	2-split	2.23	1.82	['comment', '##ate']	['ing', '##rain']	2-split	['▁comment', 'ate']	['▁', 'ing', 'rain']	2-split	['comment', '##ate']	['ing', '##rain']	0-split
advertize	v	itemize	v	0.1818181818181818	2-split	1.3	2.31	['ad', '##vert', '##ize']	['item', '##ize']	2-split	['▁', 'advert', 'ize']	['▁item', 'ize']	2-split	['ad', '##vert', '##ize']	['item', '##ize']	0-split
scoff	v	twiddle	v	0.1818181818181818	2-split	2.78	2.12	['sc', '##off']	['t', '##wi', '##ddle']	2-split	['▁sc', 'off']	['▁', 't', 'w', 'iddle']	2-split	['sc', '##off']	['t', '##wi', '##ddle']	0-split
crimp	v	stet	v	0.1666666666666666	2-split	2.61	1.83	['cr', '##im', '##p']	['ste', '##t']	2-split	['▁cr', 'imp']	['▁', 'ste', 't']	2-split	['cr', '##im', '##p']	['ste', '##t']	0-split
adjure	v	infect	v	0.1666666666666666	2-split	1.33	3.36	['ad', '##jure']	['in', '##fect']	2-split	['▁a', 'dj', 'ure']	['▁in', 'fect']	2-split	['ad', '##jure']	['in', '##fect']	0-split
chamfer	v	presuppose	v	0.1818181818181818	2-split	1.81	2.09	['cha', '##m', '##fer']	['pre', '##su', '##pp', '##ose']	2-split	['▁', 'cha', 'm', 'fer']	['▁pre', 's', 'up', 'pose']	2-split	['cha', '##m', '##fer']	['pre', '##su', '##pp', '##ose']	0-split
regroup	v	symbolise	v	0.1428571428571428	2-split	3.06	2.49	['reg', '##roup']	['symbol', '##ise']	1-split	['▁regroup']	['▁symbol', 'ise']	2-split	['reg', '##roup']	['symbol', '##ise']	0-split
ankylose	v	overspend	v	0.1818181818181818	2-split	0.0	2.23	['an', '##ky', '##los', '##e']	['overs', '##pen', '##d']	2-split	['▁an', 'ky', 'los', 'e']	['▁over', 'spend']	2-split	['an', '##ky', '##los', '##e']	['overs', '##pen', '##d']	1-split
acetify	v	typify	v	0.1428571428571428	2-split	0.0	2.01	['ace', '##tify']	['ty', '##pi', '##fy']	2-split	['▁', 'ace', 't', 'ify']	['▁', 'typ', 'ify']	2-split	['ace', '##tify']	['ty', '##pi', '##fy']	1-split
catechise	v	infix	v	0.1818181818181818	2-split	0.0	1.76	['cat', '##ech', '##ise']	['in', '##fi', '##x']	2-split	['▁ca', 'tech', 'ise']	['▁in', 'fix']	2-split	['cat', '##ech', '##ise']	['in', '##fi', '##x']	0-split
fathom	v	objurgate	v	0.1818181818181818	2-split	3.25	0.0	['fat', '##hom']	['ob', '##ju', '##rga', '##te']	2-split	['▁fat', 'hom']	['▁ob', 'jur', 'gate']	2-split	['fat', '##hom']	['ob', '##ju', '##rga', '##te']	1-split
enshrine	v	hamstring	v	0.1818181818181818	2-split	2.19	3.16	['en', '##sh', '##rine']	['ham', '##st', '##ring']	1-split	['▁', 'en', 'sh', 'rine']	['▁hamstring']	2-split	['en', '##sh', '##rine']	['ham', '##st', '##ring']	0-split
entangle	v	stave	v	0.1818181818181818	2-split	2.2	3.04	['en', '##tangle']	['st', '##ave']	1-split	['▁', 'ent', 'angle']	['▁stave']	2-split	['en', '##tangle']	['st', '##ave']	0-split
rhapsodise	v	stet	v	0.1428571428571428	2-split	0.0	1.83	['r', '##ha', '##ps', '##od', '##ise']	['ste', '##t']	2-split	['▁', 'r', 'hap', 's', 'od', 'ise']	['▁', 'ste', 't']	2-split	['r', '##ha', '##ps', '##od', '##ise']	['ste', '##t']	0-split
impair	v	overspend	v	0.1818181818181818	2-split	2.93	2.23	['imp', '##air']	['overs', '##pen', '##d']	1-split	['▁impair']	['▁over', 'spend']	2-split	['imp', '##air']	['overs', '##pen', '##d']	0-split
adumbrate	v	discolor	v	0.1538461538461538	2-split	1.07	2.18	['ad', '##umb', '##rate']	['disco', '##lor']	2-split	['▁a', 'dum', 'b', 'rate']	['▁dis', 'color']	2-split	['ad', '##umb', '##rate']	['disco', '##lor']	0-split
outsell	v	scoff	v	0.1818181818181818	2-split	2.13	2.78	['outs', '##ell']	['sc', '##off']	2-split	['▁out', 'sell']	['▁sc', 'off']	2-split	['outs', '##ell']	['sc', '##off']	0-split
huddle	v	interleave	v	0.1818181818181818	2-split	3.08	1.51	['hu', '##ddle']	['inter', '##lea', '##ve']	2-split	['▁', 'h', 'uddle']	['▁inter', 'leave']	2-split	['hu', '##ddle']	['inter', '##lea', '##ve']	0-split
absolve	v	confab	v	0.1666666666666666	2-split	2.83	1.97	['abs', '##ol', '##ve']	['con', '##fa', '##b']	2-split	['▁absol', 've']	['▁con', 'fab']	2-split	['abs', '##ol', '##ve']	['con', '##fa', '##b']	0-split
crock	v	gazump	v	0.1666666666666666	2-split	3.03	1.34	['cr', '##ock']	['ga', '##zu', '##mp']	2-split	['▁c', 'rock']	['▁', 'gaz', 'ump']	2-split	['cr', '##ock']	['ga', '##zu', '##mp']	0-split
augur	v	stargaze	v	0.1818181818181818	2-split	2.48	1.55	['aug', '##ur']	['star', '##ga', '##ze']	2-split	['▁', 'au', 'gur']	['▁star', 'ga', 'ze']	2-split	['aug', '##ur']	['star', '##ga', '##ze']	0-split
constrain	v	enjoin	v	0.1176470588235294	2-split	2.82	2.19	['con', '##stra', '##in']	['en', '##jo', '##in']	2-split	['▁cons', 'train']	['▁', 'en', 'jo', 'in']	2-split	['con', '##stra', '##in']	['en', '##jo', '##in']	0-split
revise	v	titillate	v	0.1818181818181818	2-split	3.48	1.9	['rev', '##ise']	['ti', '##till', '##ate']	1-split	['▁revise']	['▁tit', 'illa', 'te']	2-split	['rev', '##ise']	['ti', '##till', '##ate']	0-split
barrack	v	limber	v	0.1818181818181818	2-split	2.79	2.45	['barr', '##ack']	['limb', '##er']	2-split	['▁bar', 'rack']	['▁limb', 'er']	2-split	['barr', '##ack']	['limb', '##er']	0-split
hamstring	v	revalue	v	0.1818181818181818	2-split	3.16	1.65	['ham', '##st', '##ring']	['rev', '##al', '##ue']	1-split	['▁hamstring']	['▁', 're', 'value']	2-split	['ham', '##st', '##ring']	['rev', '##al', '##ue']	0-split
prophesy	v	steamroll	v	0.1818181818181818	2-split	2.66	1.9	['prop', '##hes', '##y']	['steam', '##roll']	2-split	['▁pro', 'phe', 's', 'y']	['▁steam', 'roll']	2-split	['prop', '##hes', '##y']	['steam', '##roll']	0-split
pervert	v	typify	v	0.1538461538461538	2-split	3.32	2.01	['per', '##vert']	['ty', '##pi', '##fy']	2-split	['▁per', 'vert']	['▁', 'typ', 'ify']	2-split	['per', '##vert']	['ty', '##pi', '##fy']	0-split
compel	v	cosign	v	0.1818181818181818	2-split	3.28	2.0	['com', '##pel']	['co', '##si', '##gn']	1-split	['▁compel']	['▁co', 'sign']	2-split	['com', '##pel']	['co', '##si', '##gn']	0-split
caramelize	v	unteach	v	0.1818181818181818	2-split	1.74	0.0	['cara', '##mel', '##ize']	['un', '##tea', '##ch']	2-split	['▁caramel', 'ize']	['▁', 'unt', 'each']	2-split	['cara', '##mel', '##ize']	['un', '##tea', '##ch']	0-split
suckle	v	symbolise	v	0.1428571428571428	2-split	2.33	2.49	['suck', '##le']	['symbol', '##ise']	2-split	['▁suck', 'le']	['▁symbol', 'ise']	2-split	['suck', '##le']	['symbol', '##ise']	0-split
cosign	v	pervert	v	0.1818181818181818	2-split	2.0	3.32	['co', '##si', '##gn']	['per', '##vert']	2-split	['▁co', 'sign']	['▁per', 'vert']	2-split	['co', '##si', '##gn']	['per', '##vert']	0-split
colonize	v	mend	v	0.2857142857142857	2-split	2.78	3.33	['colon', '##ize']	['men', '##d']	2-split	['▁colon', 'ize']	['▁men', 'd']	2-split	['colon', '##ize']	['men', '##d']	0-split
drool	v	overpower	v	0.2222222222222222	2-split	3.04	2.85	['dr', '##ool']	['over', '##power']	2-split	['▁', 'dro', 'ol']	['▁over', 'power']	2-split	['dr', '##ool']	['over', '##power']	0-split
knap	v	subtract	v	0.2222222222222222	2-split	1.61	3.1	['kn', '##ap']	['sub', '##tra', '##ct']	1-split	['▁', 'k', 'nap']	['▁subtract']	2-split	['kn', '##ap']	['sub', '##tra', '##ct']	0-split
knap	v	visualise	v	0.2857142857142857	2-split	1.61	2.55	['kn', '##ap']	['visual', '##ise']	2-split	['▁', 'k', 'nap']	['▁visual', 'ise']	2-split	['kn', '##ap']	['visual', '##ise']	0-split
freckle	v	unchain	v	0.2857142857142857	2-split	2.36	1.83	['fr', '##eck', '##le']	['un', '##chai', '##n']	2-split	['▁', 'fre', 'ckle']	['▁un', 'chain']	2-split	['fr', '##eck', '##le']	['un', '##chai', '##n']	0-split
demobilize	v	solicit	v	0.2857142857142857	2-split	1.66	3.06	['demo', '##bil', '##ize']	['sol', '##ici', '##t']	1-split	['▁de', 'mobil', 'ize']	['▁solicit']	2-split	['demo', '##bil', '##ize']	['sol', '##ici', '##t']	0-split
ebb	v	necessitate	v	0.3333333333333333	2-split	3.04	2.84	['e', '##bb']	['nec', '##ess', '##itate']	0-split	['▁ebb']	['▁necessitate']	2-split	['e', '##bb']	['nec', '##ess', '##itate']	0-split
authorize	v	overcrowd	v	0.2857142857142857	2-split	3.38	1.61	['author', '##ize']	['over', '##crow', '##d']	1-split	['▁authorize']	['▁over', 'crow', 'd']	2-split	['author', '##ize']	['over', '##crow', '##d']	0-split
beset	v	frazzle	v	0.25	2-split	3.08	1.58	['be', '##set']	['fra', '##zzle']	2-split	['▁be', 'set']	['▁', 'fra', 'zzle']	2-split	['be', '##set']	['fra', '##zzle']	0-split
darken	v	outgrow	v	0.2857142857142857	2-split	2.88	2.67	['dark', '##en']	['out', '##gr', '##ow']	2-split	['▁dark', 'en']	['▁out', 'g', 'row']	2-split	['dark', '##en']	['out', '##gr', '##ow']	0-split
retrain	v	splay	v	0.2857142857142857	2-split	2.52	2.09	['re', '##train']	['sp', '##lay']	2-split	['▁', 're', 'train']	['▁', 's', 'play']	2-split	['re', '##train']	['sp', '##lay']	0-split
harass	v	snivel	v	0.25	2-split	3.28	1.4	['hara', '##ss']	['s', '##ni', '##vel']	1-split	['▁harass']	['▁', 's', 'ni', 'vel']	2-split	['hara', '##ss']	['s', '##ni', '##vel']	0-split
